trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.1, 'e': 0.6223054402265364}",25,14,-58.765987519546776,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
369,False,"{'a': 0.1, 'e': 0.6973435592523954}",25,12,-118.22597874239699,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 3}",1
370,False,"{'a': 0.1, 'e': 0.7654140519453433}",25,0,-70.40379284626319,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
371,False,"{'a': 0.1, 'e': 0.8258367804435001}",20,0,-15.442369452641271,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.1, 'e': 0.8780080208168103}",30,3,-108.71944330382539,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 1}",1
373,False,"{'a': 0.1, 'e': 0.9214064952769834}",20,0,-6.873330656873558,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.9555985806128394}",25,0,-113.02248542810614,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
375,False,"{'a': 0.1, 'e': 0.9802426408101081}",20,0,-127.59699028464638,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
376,False,"{'a': 0.1, 'e': 0.9950924405655388}",35,0,-227.3583198100633,"{0: 21, 1: 1, 2: 8, 3: 2, 4: 3}",0
377,False,"{'a': 0.1, 'e': 0.9999996055886664}",20,0,-57.9075369355345,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
378,False,"{'a': 0.1, 'e': 0.994915105108673}",20,0,-57.609585959556256,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
379,False,"{'a': 0.1, 'e': 0.9798897417736435}",25,0,-177.7366702154176,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
380,False,"{'a': 0.1, 'e': 0.9550736440472949}",25,0,-65.71886282742118,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
381,False,"{'a': 0.1, 'e': 0.920714766174998}",25,14,-25.898822834808513,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.8771564107069181}",20,0,-127.26151581441829,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
383,False,"{'a': 0.1, 'e': 0.824833798332414}",20,0,-73.79249319952031,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
384,False,"{'a': 0.1, 'e': 0.7642697192987757}",20,0,-108.12728866019519,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
385,False,"{'a': 0.1, 'e': 0.6960693098638897}",20,0,-72.31228189020979,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
386,False,"{'a': 0.1, 'e': 0.6209140059747617}",30,0,-71.38155259513731,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
387,False,"{'a': 0.1, 'e': 0.5395547345848157}",25,0,-29.238734148584314,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
388,False,"{'a': 0.1, 'e': 0.4528044106399808}",20,0,-50.787018649005645,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
389,False,"{'a': 0.1, 'e': 0.36152981470126916}",20,13,14.825899480531461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.1, 'e': 0.26664293235993725}",25,13,-19.22855696929412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
391,False,"{'a': 0.1, 'e': 0.16909184197889304}",20,6,9.758453270781676,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.0698512418071273}",25,11,22.282986012832932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.030087288883024584}",20,3,10.772659611346613,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.1, 'e': 0.12972519732819268}",20,4,-17.985950566370885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 0.1, 'e': 0.22806693448309956}",25,18,15.424205093178557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.3241299022175636}",20,0,3.7026012988511194,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.41695427111217037}",20,4,-17.45586735968564,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.1, 'e': 0.5056125707565817}",20,6,-52.40970015306598,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
399,False,"{'a': 0.1, 'e': 0.5892189567272881}",20,0,-133.42821138506264,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
400,False,"{'a': 0.1, 'e': 0.6669380616522619}",30,6,-33.42210251949479,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
401,False,"{'a': 0.1, 'e': 0.737993341925624}",30,0,-80.30912786484325,"{0: 19, 1: 1, 2: 10, 3: 0, 4: 0}",0
402,False,"{'a': 0.1, 'e': 0.8016748366746302}",25,0,-88.70143842366015,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
403,False,"{'a': 0.1, 'e': 0.857346261454052}",30,0,-189.5203481505926,"{0: 16, 1: 4, 2: 5, 3: 3, 4: 2}",0
404,False,"{'a': 0.1, 'e': 0.9044513657900196}",25,0,-195.647244617202,"{0: 12, 1: 5, 2: 3, 3: 2, 4: 3}",0
405,False,"{'a': 0.1, 'e': 0.9425194910508831}",25,0,-80.56666237920354,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
406,False,"{'a': 0.1, 'e': 0.9711702731126902}",20,0,-208.66479008907038,"{0: 9, 1: 1, 2: 4, 3: 3, 4: 3}",0
407,False,"{'a': 0.1, 'e': 0.990117442831766}",25,4,-160.34998892799211,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 3}",1
408,False,"{'a': 0.1, 'e': 0.9991716863513789}",20,0,-142.53220630451082,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
409,False,"{'a': 0.1, 'e': 0.9982425366632159}",25,14,-20.06579816234894,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
410,False,"{'a': 0.1, 'e': 0.9873392775238264}",20,8,-139.31845358291406,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 3}",1
411,False,"{'a': 0.1, 'e': 0.9665708506943913}",25,0,-58.76214334622067,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
412,False,"{'a': 0.1, 'e': 0.9361447674306613}",30,0,-129.46262058857357,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
413,False,"{'a': 0.1, 'e': 0.896365035099082}",20,8,-103.76382736800898,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 2}",1
414,False,"{'a': 0.1, 'e': 0.8476291196356791}",20,4,-45.43472074454302,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
415,False,"{'a': 0.1, 'e': 0.7904239741978156}",25,0,-141.27234826996067,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
416,False,"{'a': 0.1, 'e': 0.7253211736891915}",30,0,-69.39868568473294,"{0: 23, 1: 0, 2: 4, 3: 3, 4: 0}",0
417,False,"{'a': 0.1, 'e': 0.652971203772368}",25,0,-5.124030430856164,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
418,False,"{'a': 0.1, 'e': 0.5740969614310336}",20,11,-4.287690414207983,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.1, 'e': 0.4894865320223051}",30,14,-74.60158546581488,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
420,False,"{'a': 0.1, 'e': 0.39998531498835127}",20,7,22.494521818545312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.306487576904594}",20,10,-12.033820680375436,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.20992751626372916}",30,12,22.014973716916344,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.1, 'e': 0.11126992927316799}",30,12,-16.823518159312375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.1, 'e': 0.011500569930257757}",20,0,30.986481669826368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.1, 'e': 0.08838369930580554}",30,0,-9.796849838585517,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
426,False,"{'a': 0.1, 'e': 0.187384867834179}",25,13,25.024930285653493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.2845137487043553}",20,10,17.332227071007875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.1, 'e': 0.37879986224521894}",25,12,-30.732803036271164,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
429,False,"{'a': 0.1, 'e': 0.4693011327771151}",25,0,-140.30769794634836,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
430,False,"{'a': 0.1, 'e': 0.5551133015206257}",30,15,-71.1302381283439,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
431,False,"{'a': 0.1, 'e': 0.6353789616514094}",25,0,-49.85462300281499,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
432,False,"{'a': 0.1, 'e': 0.7092961252257328}",20,0,-1.651739379379024,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
433,False,"{'a': 0.1, 'e': 0.7761262363789271}",25,0,-126.51403037416499,"{0: 15, 1: 2, 2: 2, 3: 6, 4: 0}",0
434,False,"{'a': 0.1, 'e': 0.835201550731447}",25,0,-190.50912692955472,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
435,False,"{'a': 0.1, 'e': 0.8859318072699817}",20,6,-75.43870495240522,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
436,False,"{'a': 0.1, 'e': 0.9278101260403985}",30,0,-101.43847163121228,"{0: 20, 1: 5, 2: 2, 3: 2, 4: 1}",0
437,False,"{'a': 0.1, 'e': 0.9604180727246712}",25,0,-22.964639297358346,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
438,False,"{'a': 0.1, 'e': 0.9834298394982847}",25,0,-82.0078100016326,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
439,False,"{'a': 0.1, 'e': 0.9966155003943157}",25,0,-155.82991126148752,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
440,False,"{'a': 0.1, 'e': 0.9998433086476912}",25,0,-71.63517205902853,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
441,False,"{'a': 0.1, 'e': 0.9930810130653156}",20,0,-144.14051594398632,"{0: 7, 1: 2, 2: 8, 3: 3, 4: 0}",0
442,False,"{'a': 0.1, 'e': 0.9763961802693296}",30,0,-132.3096936512435,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
443,False,"{'a': 0.1, 'e': 0.9499555195937583}",20,0,-58.50676597531461,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
444,False,"{'a': 0.1, 'e': 0.9140232173799515}",25,0,-94.71672744311753,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
445,False,"{'a': 0.1, 'e': 0.8689582973139933}",25,0,-36.58993793727843,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
446,False,"{'a': 0.1, 'e': 0.8152110331806943}",20,0,-139.22094908471666,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
447,False,"{'a': 0.1, 'e': 0.7533184498767937}",20,0,-77.30073909593143,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
448,False,"{'a': 0.1, 'e': 0.6838989576356965}",20,0,-172.35350683649708,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
449,False,"{'a': 0.1, 'e': 0.6076461730768422}",20,0,-121.81816518855713,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
450,False,"{'a': 0.1, 'e': 0.5253219888177297}",20,10,-39.5405939879292,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
451,False,"{'a': 0.1, 'e': 0.43774896089470705}",30,3,12.876106135189863,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.3458020900549924}",35,5,-82.73791148911307,"{0: 26, 1: 0, 2: 0, 3: 2, 4: 2}",1
453,False,"{'a': 0.1, 'e': 0.2504000790384217}",30,0,15.76612281614466,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
454,False,"{'a': 0.1, 'e': 0.15249615320336046}",20,12,7.83157394976919,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.1, 'e': 0.05306853621402457}",20,7,25.251010717597413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.046889324047043116}",35,13,31.675779786296683,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.1, 'e': 0.14637868168178253}",20,2,23.06753216223212,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.2444054719155166}",20,12,14.359396508553997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.33999024346357853}",30,0,-65.94132345424288,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 2}",0
460,False,"{'a': 0.1, 'e': 0.4321779448847783}",20,9,-1.994665463195708,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.5200474671397309}",30,1,-18.736727087970902,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.6027208470078607}",20,7,-16.826255265965504,"{0: 8, 1: 4, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.1, 'e': 0.6793720394057109}",20,0,-60.718253394770805,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
464,False,"{'a': 0.1, 'e': 0.749235170956358}",25,0,-52.886645696431415,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
465,False,"{'a': 0.1, 'e': 0.8116121923430246}",20,0,-38.25765270568442,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
466,False,"{'a': 0.1, 'e': 0.8658798529871259}",20,0,-149.317342930168,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
467,False,"{'a': 0.1, 'e': 0.9114959283620049}",35,0,-220.00878648644667,"{0: 20, 1: 2, 2: 9, 3: 1, 4: 3}",0
468,False,"{'a': 0.1, 'e': 0.9480046377211855}",25,0,-227.57737616001214,"{0: 11, 1: 6, 2: 3, 3: 1, 4: 4}",0
469,False,"{'a': 0.1, 'e': 0.9750411981089256}",20,0,-130.1873453921334,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
470,False,"{'a': 0.1, 'e': 0.9923354691509287}",20,0,-126.34782156570364,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
471,False,"{'a': 0.1, 'e': 0.9997146522076715}",25,0,-174.51710003732623,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
472,False,"{'a': 0.1, 'e': 0.9971050169212831}",25,0,-97.57335483993525,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
473,False,"{'a': 0.1, 'e': 0.9845326379049143}",20,0,-121.13238781835385,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
474,False,"{'a': 0.1, 'e': 0.9621231342138207}",35,0,-151.27980494014102,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
475,False,"{'a': 0.1, 'e': 0.9301004142012892}",20,0,-98.53715494734129,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
476,False,"{'a': 0.1, 'e': 0.8887844383003768}",25,0,-183.04180344608994,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
477,False,"{'a': 0.1, 'e': 0.8385880220850412}",20,2,-46.744325376007914,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
478,False,"{'a': 0.1, 'e': 0.7800127115533773}",30,13,-65.53715343509755,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
479,False,"{'a': 0.1, 'e': 0.7136437718457938}",30,0,-51.79031229302534,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
480,False,"{'a': 0.1, 'e': 0.6401443394691997}",20,0,-111.7951921790023,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
481,False,"{'a': 0.1, 'e': 0.5602487964562096}",25,0,-61.912955791777726,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
482,False,"{'a': 0.1, 'e': 0.47475543266265885}",25,0,-86.8829428084947,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
483,False,"{'a': 0.1, 'e': 0.38451846951922397}",25,11,-3.1754846292168715,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
484,False,"{'a': 0.1, 'e': 0.2904395249332599}",25,16,16.079675688544846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.1, 'e': 0.1934586046207122}",20,7,6.662282101056071,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.1, 'e': 0.09454470987969996}",20,0,29.827273667114998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.1, 'e': 0.005313844350104288}",25,16,17.544179284574916,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.1, 'e': 0.1051193044036857}",20,12,3.849837133725612,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.20387444711548766}",20,12,15.211694075977494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.1, 'e': 0.3005925437436371}",30,3,-9.473204556086328,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
491,False,"{'a': 0.1, 'e': 0.39430721903739135}",20,14,-31.469492639916027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.1, 'e': 0.48408210693916126}",20,11,5.172615501064298,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.5690202064446649}",20,4,-7.261492282642338,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.6482728441404458}",20,0,9.396715967151152,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.1, 'e': 0.7210481538680822}",25,8,-9.782064395928034,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.1, 'e': 0.7866189887891044}",30,0,-100.98478335527281,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
497,False,"{'a': 0.1, 'e': 0.8443301867958127}",20,0,-87.68272305691404,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
498,False,"{'a': 0.1, 'e': 0.8936051166745098}",20,0,-44.48909009038061,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
499,False,"{'a': 0.1, 'e': 0.9339514396139739}",20,0,-29.21170314098259,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
500,False,"{'a': 0.1, 'e': 0.9649660284921133}",25,0,-163.35918163148696,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
501,False,"{'a': 0.1, 'e': 0.9863389957889219}",20,0,-137.60193749844305,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
502,False,"{'a': 0.1, 'e': 0.9978567898801314}",30,0,-101.4605795054644,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",1
503,False,"{'a': 0.1, 'e': 0.9994043287744586}",20,0,-137.0384884358863,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
504,False,"{'a': 0.1, 'e': 0.99096614997482}",25,0,-235.55302598134085,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 5}",0
505,False,"{'a': 0.1, 'e': 0.9726265649744922}",30,0,-204.1255376275845,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
506,False,"{'a': 0.1, 'e': 0.9445688168445349}",20,0,-134.78269961632452,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
507,False,"{'a': 0.1, 'e': 0.9070732493296052}",25,0,-79.72156989819939,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
508,False,"{'a': 0.1, 'e': 0.8605145057459257}",25,0,-141.53805790719213,"{0: 15, 1: 3, 2: 2, 3: 4, 4: 1}",0
509,False,"{'a': 0.1, 'e': 0.8053577856691099}",25,0,-128.23703431122405,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
510,False,"{'a': 0.1, 'e': 0.7421541968137826}",20,0,-89.77157703471487,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
511,False,"{'a': 0.1, 'e': 0.6715352485474484}",20,0,-63.427367463944655,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
512,False,"{'a': 0.1, 'e': 0.5942065420576682}",25,17,-13.216609607792403,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
513,False,"{'a': 0.1, 'e': 0.5109407202182159}",30,15,13.809232340203346,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.1, 'e': 0.4225697475968902}",20,0,-6.355711603418268,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
515,False,"{'a': 0.1, 'e': 0.32997659774057014}",35,17,11.21358618531903,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.1, 'e': 0.23408643079538105}",20,14,2.3573273331541325,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.1, 'e': 0.1358573496123707}",20,15,11.2329787344486,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.03627082670050258}",20,9,19.427092863605345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.06367810232221571}",20,7,23.000446778956135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.16299078079570548}",25,7,21.15392015318119,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.2606749092650805}",20,10,18.286003616368106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.1, 'e': 0.35575446020874757}",25,9,-36.60845996349671,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
523,False,"{'a': 0.1, 'e': 0.44727943018279837}",25,9,-74.6120359271747,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
524,False,"{'a': 0.1, 'e': 0.5343353319413849}",20,8,-9.226170988648523,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
525,False,"{'a': 0.1, 'e': 0.616052331690985}",25,0,-34.01169638566214,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
526,False,"{'a': 0.1, 'e': 0.6916139401821607}",20,0,-104.03265556429582,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
527,False,"{'a': 0.1, 'e': 0.7602651708002094}",25,0,-78.58259151306908,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
528,False,"{'a': 0.1, 'e': 0.8213200831418752}",25,0,-248.58528403359418,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 5}",0
529,False,"{'a': 0.1, 'e': 0.8741686367051108}",30,0,-74.75330689035746,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
530,False,"{'a': 0.1, 'e': 0.9182827862121189}",25,17,-16.5504409525368,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.1, 'e': 0.9532217576632306}",20,0,-124.27241526782673,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
532,False,"{'a': 0.1, 'e': 0.9786364524049915}",20,0,-104.72606119990458,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
533,False,"{'a': 0.1, 'e': 0.9942729352085231}",30,0,-71.20921968985657,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
534,False,"{'a': 0.1, 'e': 0.9999749715063865}",25,0,-160.03616822866493,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
535,False,"{'a': 0.1, 'e': 0.9956855884367365}",25,0,-46.09321526247384,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
536,False,"{'a': 0.1, 'e': 0.9814476440973232}",25,0,-43.31298967193506,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
537,False,"{'a': 0.1, 'e': 0.9574033993215472}",25,0,-154.38977741938257,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
538,False,"{'a': 0.1, 'e': 0.9237930962552373}",20,0,-58.6368700210408,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
539,False,"{'a': 0.1, 'e': 0.8809525579365433}",25,0,-148.43297025362153,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
540,False,"{'a': 0.1, 'e': 0.8293098328631502}",20,0,-145.6663087835898,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
541,False,"{'a': 0.1, 'e': 0.7693809180731687}",30,11,-104.49821145046337,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
542,False,"{'a': 0.1, 'e': 0.7017646034733183}",25,0,-97.66232417889287,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
543,False,"{'a': 0.1, 'e': 0.6271364889280987}",25,0,-199.88483395111075,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 5}",0
544,False,"{'a': 0.1, 'e': 0.5462422338892708}",20,0,-174.70511064072122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 5}",0
545,False,"{'a': 0.1, 'e': 0.4598901070131037}",25,17,3.8244929646889334,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.1, 'e': 0.3689429102071134}",30,20,17.408875642611957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.1, 'e': 0.2743093577986452}",25,12,-2.5222808522355846,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.176934996961671}",30,8,44.70079004023222,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1, 'e': 0.07779276012198974}",25,15,15.970981751414492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.1, 'e': 0.022126756261955736}",20,0,19.0617901482843,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
551,False,"{'a': 0.1, 'e': 0.12182518941147201}",25,17,17.967753093589682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
